raw_row_number,date,time,zipcode,zcta_race,district,subject_age,subject_race,subject_sex,officer_id_hash,department_name,type,arrest_made,citation_issued,warning_issued,outcome,contraband_found,search_conducted,search_vehicle,search_basis,reason_for_stop,raw_subject_race_code,raw_subject_ethnicity_code,raw_search_authorization_code,raw_intervention_disposition_code
4404,April,9:07:00,6106,hispanic_or_latino,DOWNTOWN,39,hispanic,female,64c45ad59f,Hartford,vehicular,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,probable cause,Suspended License,W,H,O,M
4410,April,10:31:00,6106,hispanic_or_latino,FROG HOLLOW,73,hispanic,male,d3be705adb,Hartford,vehicular,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,probable cause,Suspended License,W,H,O,M
4400,April,10:52:00,6103,white,DOWNTOWN,49,hispanic,male,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,FALSE,TRUE,FALSE,probable cause,Cell Phone,W,H,O,I
4394,April,10:57:00,6103,white,DOWNTOWN,25,white,female,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,FALSE,TRUE,FALSE,probable cause,Registration,W,N,O,I
4399,April,11:07:00,6106,hispanic_or_latino,DOWNTOWN,30,black,female,d3be705adb,Hartford,vehicular,FALSE,TRUE,FALSE,citation,FALSE,TRUE,FALSE,probable cause,Registration,B,N,O,I
4405,April,11:19:00,6103,white,DOWNTOWN,44,white,female,09739d95d7,Hartford,vehicular,TRUE,FALSE,FALSE,arrest,FALSE,TRUE,FALSE,probable cause,Suspended License,W,N,O,U
4406,April,11:31:00,6106,hispanic_or_latino,SOUTH GREEN,33,black,female,d3be705adb,Hartford,vehicular,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,probable cause,Suspended License,B,N,O,M
4411,April,11:50:00,6106,hispanic_or_latino,FROG HOLLOW,28,hispanic,male,3013a5919f,Hartford,vehicular,FALSE,FALSE,TRUE,warning,FALSE,TRUE,FALSE,probable cause,Seatbelt,W,H,O,W
4409,April,12:00:00,6114,hispanic_or_latino,BARRY SQUARE,39,black,male,b412aea223,Hartford,vehicular,FALSE,FALSE,TRUE,warning,,FALSE,FALSE,,Other,B,N,N,V
4390,April,12:09:00,6114,hispanic_or_latino,SOUTH MEADOWS,43,white,male,8b2fef1448,Hartford,vehicular,FALSE,TRUE,FALSE,citation,FALSE,TRUE,FALSE,probable cause,Other,W,N,O,I
4397,April,12:18:00,6106,hispanic_or_latino,FROG HOLLOW,27,hispanic,male,5ffef928d7,Hartford,vehicular,FALSE,FALSE,TRUE,warning,,FALSE,FALSE,,Stop Sign,W,H,N,V
4408,April,12:30:00,6114,hispanic_or_latino,SOUTH END,32,hispanic,male,8b2fef1448,Hartford,vehicular,FALSE,FALSE,TRUE,warning,FALSE,TRUE,FALSE,probable cause,Cell Phone,W,H,O,V
4386,April,12:43:00,6106,hispanic_or_latino,DOWNTOWN,46,white,male,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,FALSE,TRUE,FALSE,probable cause,Cell Phone,W,N,O,I
4402,April,13:00:00,6106,hispanic_or_latino,SHELDON-CHARTER OAK,36,hispanic,female,64c45ad59f,Hartford,vehicular,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,probable cause,Traffic Control Signal,W,H,O,M
4393,April,13:36:00,6106,hispanic_or_latino,SHELDON-CHARTER OAK,26,white,male,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,FALSE,TRUE,FALSE,probable cause,Cell Phone,W,N,O,I
4392,April,14:07:00,6106,hispanic_or_latino,DOWNTOWN,31,white,female,09739d95d7,Hartford,vehicular,TRUE,FALSE,FALSE,arrest,FALSE,TRUE,FALSE,probable cause,Cell Phone,W,N,O,U
4403,April,14:40:00,6106,hispanic_or_latino,BEHIND THE ROCKS,46,hispanic,female,d83c8ba318,Hartford,vehicular,FALSE,FALSE,TRUE,warning,FALSE,TRUE,FALSE,probable cause,Display of Plates,W,H,O,V
4387,April,16:08:00,6120,black,DOWNTOWN,28,black,female,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,FALSE,TRUE,FALSE,probable cause,Cell Phone,B,N,O,I
4401,April,16:22:00,6120,black,DOWNTOWN,47,white,male,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,FALSE,TRUE,FALSE,consent,Cell Phone,W,N,C,I
4415,April,16:40:00,6114,hispanic_or_latino,SOUTH GREEN,35,hispanic,female,c37a7ac837,Hartford,vehicular,FALSE,FALSE,TRUE,warning,FALSE,TRUE,FALSE,probable cause,Traffic Control Signal,W,H,O,V
4396,April,16:42:00,6120,black,DOWNTOWN,22,white,female,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,FALSE,TRUE,FALSE,probable cause,Cell Phone,W,N,O,I
4388,April,17:07:00,6103,white,DOWNTOWN,37,hispanic,female,09739d95d7,Hartford,vehicular,TRUE,FALSE,FALSE,arrest,FALSE,TRUE,FALSE,probable cause,Registration,W,H,O,U
4398,April,17:42:00,6103,white,DOWNTOWN,38,white,female,b7716bb53c,Hartford,vehicular,FALSE,TRUE,FALSE,citation,FALSE,TRUE,FALSE,probable cause,Cell Phone,W,N,O,I
4395,April,18:10:00,6103,white,DOWNTOWN,35,black,male,5ab05d03c4,Hartford,vehicular,FALSE,FALSE,TRUE,warning,FALSE,TRUE,FALSE,probable cause,Traffic Control Signal,B,N,O,V
4412,April,19:00:00,6156,black,UPPER ALBANY,21,black,female,e685919ecf,Hartford,vehicular,FALSE,TRUE,FALSE,citation,FALSE,TRUE,FALSE,probable cause,Traffic Control Signal,B,N,O,I
4389,April,20:14:00,6106,hispanic_or_latino,FROG HOLLOW,21,hispanic,male,6f73b6b0a3,Hartford,vehicular,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,probable cause,Other,W,H,O,M
4407,April,20:14:00,6114,hispanic_or_latino,SOUTH END,38,hispanic,female,a2ec33655e,Hartford,vehicular,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,probable cause,Suspended License,W,H,O,M
4422,April,7:51:00,6120,black,NORTHEAST,31,black,male,d5e2385e69,Hartford,vehicular,FALSE,TRUE,FALSE,citation,,FALSE,FALSE,,Stop Sign,B,N,N,I
4445,April,9:06:00,6105,white,ASYLUM HILL,39,hispanic,female,bf93914299,Hartford,vehicular,FALSE,FALSE,TRUE,warning,,FALSE,FALSE,,Cell Phone,W,H,N,W
4446,April,10:17:00,6106,hispanic_or_latino,BEHIND THE ROCKS,23,hispanic,male,8d927f52b8,Hartford,vehicular,FALSE,FALSE,FALSE,,,FALSE,FALSE,,Suspended License,W,H,N,M
4442,April,10:26:00,6112,black,NORTHEAST,48,black,female,47d3cb2a78,Hartford,vehicular,FALSE,TRUE,FALSE,citation,FALSE,TRUE,FALSE,probable cause,Moving Violation,B,N,O,I
4455,April,10:37:00,6106,hispanic_or_latino,FROG HOLLOW,33,white,male,09739d95d7,Hartford,vehicular,TRUE,FALSE,FALSE,arrest,FALSE,TRUE,FALSE,probable cause,Other,W,N,O,U
4436,April,10:50:00,6103,white,DOWNTOWN,38,black,female,8d927f52b8,Hartford,vehicular,FALSE,FALSE,FALSE,,,FALSE,FALSE,,Suspended License,B,N,N,M
4453,April,11:01:00,6108,white,,30,hispanic,female,d3be705adb,Hartford,vehicular,FALSE,FALSE,FALSE,,,FALSE,FALSE,,Suspended License,W,H,N,M
4431,April,11:12:00,6105,white,ASYLUM HILL,42,black,female,843f7c2e05,Hartford,vehicular,FALSE,FALSE,FALSE,,,FALSE,FALSE,,Other,B,N,N,M
4430,April,11:39:00,6103,white,DOWNTOWN,55,white,male,d3be705adb,Hartford,vehicular,FALSE,FALSE,FALSE,,,FALSE,FALSE,,Suspended License,W,N,N,M
4444,April,11:43:00,6103,white,DOWNTOWN,19,hispanic,male,d3be705adb,Hartford,vehicular,FALSE,FALSE,FALSE,,,FALSE,FALSE,,Other,W,H,N,M
4441,April,11:50:00,6105,white,ASYLUM HILL,47,black,male,bf93914299,Hartford,vehicular,FALSE,TRUE,FALSE,citation,,FALSE,FALSE,,Cell Phone,B,N,N,I
4423,April,11:55:00,6106,hispanic_or_latino,FROG HOLLOW,44,hispanic,female,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,FALSE,TRUE,FALSE,probable cause,Cell Phone,W,H,O,I
4421,April,12:10:00,6106,hispanic_or_latino,SOUTH WEST,38,white,male,720f053826,Hartford,vehicular,FALSE,TRUE,FALSE,citation,FALSE,TRUE,FALSE,probable cause,Speed Related,W,N,O,I
4424,April,12:14:00,6106,hispanic_or_latino,SOUTH WEST,61,hispanic,male,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,FALSE,TRUE,FALSE,probable cause,Suspended License,W,H,O,I
4419,April,12:20:00,6106,hispanic_or_latino,SOUTH WEST,22,black,male,720f053826,Hartford,vehicular,FALSE,TRUE,FALSE,citation,FALSE,TRUE,FALSE,probable cause,Speed Related,B,N,O,I
4456,April,12:24:00,6106,hispanic_or_latino,SOUTH WEST,52,black,male,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,FALSE,TRUE,FALSE,probable cause,Speed Related,B,N,O,I
4452,April,12:34:00,6106,hispanic_or_latino,SOUTH GREEN,20,black,female,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,FALSE,TRUE,FALSE,probable cause,Cell Phone,B,N,O,I
4438,April,13:18:00,6106,hispanic_or_latino,DOWNTOWN,43,hispanic,female,09739d95d7,Hartford,vehicular,TRUE,FALSE,FALSE,arrest,FALSE,TRUE,FALSE,probable cause,Registration,W,H,O,U
4450,April,13:45:00,6106,hispanic_or_latino,FROG HOLLOW,46,white,male,6f73b6b0a3,Hartford,vehicular,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,probable cause,Suspended License,W,N,O,M
4440,April,15:22:00,6120,black,CLAY-ARSENAL,24,black,female,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,FALSE,TRUE,FALSE,probable cause,Cell Phone,B,N,O,I
4439,April,15:23:00,6120,black,CLAY-ARSENAL,24,black,female,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,FALSE,TRUE,FALSE,probable cause,Cell Phone,B,N,O,I
4449,April,15:50:00,6114,hispanic_or_latino,SOUTH END,26,black,female,8b2fef1448,Hartford,vehicular,FALSE,FALSE,TRUE,warning,,FALSE,FALSE,,Traffic Control Signal,B,N,N,V
4417,April,16:05:00,6114,hispanic_or_latino,SOUTH END,49,hispanic,female,8b2fef1448,Hartford,vehicular,FALSE,TRUE,FALSE,citation,,FALSE,FALSE,,Other,W,H,N,I
4454,April,16:30:00,6114,hispanic_or_latino,SOUTH MEADOWS,74,hispanic,male,8b2fef1448,Hartford,vehicular,FALSE,TRUE,FALSE,citation,,FALSE,FALSE,,Traffic Control Signal,W,H,N,I
4428,April,16:42:00,6114,hispanic_or_latino,SOUTH END,53,white,male,8b2fef1448,Hartford,vehicular,FALSE,TRUE,FALSE,citation,,FALSE,FALSE,,Traffic Control Signal,W,N,N,I
4451,April,16:52:00,6114,hispanic_or_latino,SOUTH MEADOWS,74,black,male,8b2fef1448,Hartford,vehicular,FALSE,FALSE,TRUE,warning,,FALSE,FALSE,,Other,B,N,N,V
4447,April,16:58:00,6106,hispanic_or_latino,DOWNTOWN,34,black,female,9914d15a92,Hartford,vehicular,FALSE,FALSE,TRUE,warning,,FALSE,FALSE,,Moving Violation,B,N,N,W
4429,April,17:00:00,6105,white,ASYLUM HILL,79,white,male,720f053826,Hartford,vehicular,FALSE,TRUE,FALSE,citation,FALSE,TRUE,FALSE,probable cause,Cell Phone,W,N,O,I
4426,April,17:15:00,6120,black,NORTHEAST,45,hispanic,male,e685919ecf,Hartford,vehicular,FALSE,TRUE,FALSE,citation,,FALSE,FALSE,,Traffic Control Signal,W,H,N,I
4434,April,17:20:00,6112,black,BLUE HILLS,26,black,male,6c1c610043,Hartford,vehicular,FALSE,FALSE,TRUE,warning,,FALSE,FALSE,,Defective Lights,B,N,N,V
4437,April,17:21:00,6120,black,NORTHEAST,64,black,male,63fb6c0226,Hartford,vehicular,FALSE,FALSE,TRUE,warning,,FALSE,FALSE,,Traffic Control Signal,B,N,N,V
4432,April,17:30:00,6106,hispanic_or_latino,FROG HOLLOW,27,hispanic,male,47ffb9f252,Hartford,vehicular,FALSE,FALSE,FALSE,,,FALSE,FALSE,,Display of Plates,W,H,N,M
4443,April,17:30:00,6103,white,DOWNTOWN,48,hispanic,male,720f053826,Hartford,vehicular,FALSE,TRUE,FALSE,citation,FALSE,TRUE,FALSE,probable cause,Other,W,H,O,I
4448,April,17:36:00,6120,black,CLAY-ARSENAL,35,black,female,63fb6c0226,Hartford,vehicular,FALSE,FALSE,TRUE,warning,,FALSE,FALSE,,Traffic Control Signal,B,N,N,V
4425,April,18:39:00,6106,hispanic_or_latino,SHELDON-CHARTER OAK,43,white,female,64c45ad59f,Hartford,vehicular,FALSE,FALSE,TRUE,warning,FALSE,TRUE,FALSE,probable cause,Traffic Control Signal,W,N,O,V
4435,April,18:44:00,6114,hispanic_or_latino,SOUTH MEADOWS,22,hispanic,male,8b2fef1448,Hartford,vehicular,FALSE,FALSE,TRUE,warning,,FALSE,FALSE,,Display of Plates,W,H,N,W
4427,April,19:00:00,6114,hispanic_or_latino,SOUTH END,30,black,female,47ffb9f252,Hartford,vehicular,FALSE,FALSE,TRUE,warning,,FALSE,FALSE,,Defective Lights,B,N,N,V
4457,April,19:39:00,6106,hispanic_or_latino,SHELDON-CHARTER OAK,25,black,female,64c45ad59f,Hartford,vehicular,FALSE,FALSE,TRUE,warning,FALSE,TRUE,FALSE,probable cause,Defective Lights,B,N,O,V
4418,April,19:55:00,6103,white,DOWNTOWN,38,black,male,b7716bb53c,Hartford,vehicular,FALSE,FALSE,TRUE,warning,,FALSE,FALSE,,Stop Sign,B,N,N,V
4420,April,20:15:00,6103,white,DOWNTOWN,45,white,male,b7716bb53c,Hartford,vehicular,FALSE,FALSE,TRUE,warning,,FALSE,FALSE,,Stop Sign,W,N,N,V
4433,April,22:10:00,6120,black,DOWNTOWN,33,hispanic,female,531ec1b43e,Hartford,vehicular,FALSE,FALSE,TRUE,warning,,FALSE,FALSE,,Traffic Control Signal,W,H,N,V
4472,April,7:28:00,6120,black,CLAY-ARSENAL,31,black,female,8d927f52b8,Hartford,vehicular,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,probable cause,Suspended License,B,N,O,M
4470,April,8:14:00,6105,white,ASYLUM HILL,49,white,male,bf93914299,Hartford,vehicular,FALSE,TRUE,FALSE,citation,FALSE,TRUE,FALSE,probable cause,Cell Phone,W,N,O,I
4476,April,8:46:00,6112,black,ASYLUM HILL,24,hispanic,female,bf93914299,Hartford,vehicular,FALSE,TRUE,FALSE,citation,FALSE,TRUE,FALSE,probable cause,Other,W,H,O,I
4487,April,9:13:00,6114,hispanic_or_latino,SOUTH MEADOWS,34,white,male,8b2fef1448,Hartford,vehicular,FALSE,FALSE,TRUE,warning,FALSE,TRUE,FALSE,probable cause,Traffic Control Signal,W,N,O,V
4486,April,10:50:00,6106,hispanic_or_latino,BEHIND THE ROCKS,32,hispanic,female,d83c8ba318,Hartford,vehicular,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,probable cause,Display of Plates,W,H,O,M
4475,April,11:09:00,6106,hispanic_or_latino,FROG HOLLOW,43,hispanic,male,6f73b6b0a3,Hartford,vehicular,FALSE,FALSE,FALSE,,,FALSE,FALSE,,Display of Plates,W,H,N,M
4479,April,11:34:00,6114,hispanic_or_latino,BARRY SQUARE,24,black,male,d83c8ba318,Hartford,vehicular,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,probable cause,Display of Plates,B,N,O,M
4467,April,12:00:00,6106,hispanic_or_latino,SHELDON-CHARTER OAK,28,hispanic,male,300283749a,Hartford,vehicular,FALSE,TRUE,FALSE,citation,FALSE,TRUE,FALSE,probable cause,Moving Violation,W,H,O,I
4480,April,12:11:00,6112,black,UPPER ALBANY,27,black,male,f5279541ab,Hartford,vehicular,FALSE,FALSE,TRUE,warning,,FALSE,FALSE,,Other,B,N,N,V
4460,April,12:35:00,6106,hispanic_or_latino,FROG HOLLOW,66,white,male,d3be705adb,Hartford,vehicular,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,probable cause,Suspended License,W,N,O,M
4458,April,12:38:00,6106,hispanic_or_latino,FROG HOLLOW,35,hispanic,female,d3be705adb,Hartford,vehicular,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,probable cause,Registration,W,H,O,M
4482,April,12:45:00,6106,hispanic_or_latino,FROG HOLLOW,46,hispanic,male,8d927f52b8,Hartford,vehicular,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,probable cause,Suspended License,W,H,O,M
4461,April,12:57:00,6106,hispanic_or_latino,FROG HOLLOW,31,hispanic,male,6f73b6b0a3,Hartford,vehicular,FALSE,FALSE,FALSE,,,FALSE,FALSE,,Display of Plates,W,H,N,M
4464,April,13:01:00,6103,white,DOWNTOWN,31,black,male,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,FALSE,TRUE,FALSE,probable cause,Moving Violation,B,N,O,I
4469,April,13:15:00,6106,hispanic_or_latino,SHELDON-CHARTER OAK,44,hispanic,female,d3be705adb,Hartford,vehicular,TRUE,FALSE,FALSE,arrest,FALSE,TRUE,FALSE,probable cause,Suspended License,W,H,O,U
4463,April,13:36:00,6105,white,WEST END,62,black,female,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,FALSE,TRUE,FALSE,probable cause,Other,B,N,O,I
4484,April,14:08:00,6112,black,UPPER ALBANY,26,black,male,d7407eba64,Hartford,vehicular,FALSE,TRUE,FALSE,citation,FALSE,TRUE,FALSE,probable cause,Cell Phone,B,N,O,I
4485,April,14:18:00,6106,hispanic_or_latino,DOWNTOWN,38,hispanic,male,09739d95d7,Hartford,vehicular,FALSE,FALSE,TRUE,warning,FALSE,TRUE,FALSE,probable cause,Traffic Control Signal,W,H,O,V
4473,April,14:19:00,6120,black,NORTHEAST,27,black,male,47d3cb2a78,Hartford,vehicular,FALSE,FALSE,TRUE,warning,FALSE,TRUE,FALSE,probable cause,Stop Sign,B,N,O,W
4468,April,14:35:00,6105,white,WEST END,24,white,female,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,FALSE,TRUE,FALSE,probable cause,Cell Phone,W,N,O,I
4474,April,14:44:00,6120,black,CLAY-ARSENAL,36,black,female,47d3cb2a78,Hartford,vehicular,FALSE,FALSE,TRUE,warning,FALSE,TRUE,FALSE,probable cause,Traffic Control Signal,B,N,O,W
4481,April,14:54:00,6112,black,CLAY-ARSENAL,41,white,male,47d3cb2a78,Hartford,vehicular,FALSE,TRUE,FALSE,citation,FALSE,TRUE,FALSE,probable cause,Cell Phone,W,N,O,I
4466,April,15:40:00,6106,hispanic_or_latino,SOUTH GREEN,50,hispanic,male,f0a503c557,Hartford,vehicular,FALSE,FALSE,FALSE,,,FALSE,FALSE,,Display of Plates,W,H,N,M
4459,April,15:49:00,6106,hispanic_or_latino,DOWNTOWN,51,white,female,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,FALSE,TRUE,FALSE,probable cause,Cell Phone,W,N,O,I
4471,April,15:58:00,6106,hispanic_or_latino,DOWNTOWN,20,white,female,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,FALSE,TRUE,FALSE,probable cause,Cell Phone,W,N,O,I
4465,April,18:38:00,6103,white,DOWNTOWN,27,hispanic,male,cc6f7759bc,Hartford,vehicular,FALSE,FALSE,TRUE,warning,FALSE,TRUE,FALSE,probable cause,Defective Lights,W,H,O,V
4478,April,19:00:00,6114,hispanic_or_latino,BARRY SQUARE,24,hispanic,male,ed0bfbd4f9,Hartford,vehicular,FALSE,TRUE,FALSE,citation,FALSE,TRUE,FALSE,probable cause,Stop Sign,W,H,O,I
4477,April,20:20:00,6120,black,NORTHEAST,39,black,male,d3be705adb,Hartford,vehicular,TRUE,FALSE,FALSE,arrest,FALSE,TRUE,FALSE,probable cause,Other,B,N,O,U
4462,April,23:45:00,6103,white,DOWNTOWN,30,white,male,df0b54e2c2,Hartford,vehicular,TRUE,FALSE,FALSE,arrest,FALSE,TRUE,FALSE,probable cause,Other,W,N,O,U
4498,April,0:47:00,6114,hispanic_or_latino,SHELDON-CHARTER OAK,35,hispanic,male,61d718628a,Hartford,vehicular,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,probable cause,Traffic Control Signal,W,H,O,M
4500,April,1:10:00,6120,black,CLAY-ARSENAL,22,black,male,d7407eba64,Hartford,vehicular,FALSE,TRUE,FALSE,citation,,FALSE,FALSE,,Stop Sign,B,N,N,I
4511,April,7:34:00,6112,black,NORTHEAST,32,black,female,8d927f52b8,Hartford,vehicular,FALSE,FALSE,FALSE,,,FALSE,FALSE,,Suspended License,B,N,N,M
4494,April,7:35:00,6120,black,NORTHEAST,23,white,female,d3be705adb,Hartford,vehicular,FALSE,FALSE,FALSE,,,FALSE,FALSE,,Suspended License,W,N,N,M
4490,April,8:09:00,6120,black,NORTH MEADOWS,53,black,male,d3be705adb,Hartford,vehicular,FALSE,FALSE,FALSE,,,FALSE,FALSE,,Other,B,N,N,M
4503,April,8:10:00,6106,hispanic_or_latino,FROG HOLLOW,61,white,male,a17d42fc95,Hartford,vehicular,FALSE,TRUE,FALSE,citation,,FALSE,FALSE,,Cell Phone,W,N,N,I
4522,April,8:40:00,6106,hispanic_or_latino,BEHIND THE ROCKS,25,hispanic,male,165eb6a70e,Hartford,vehicular,FALSE,FALSE,FALSE,,,FALSE,FALSE,,Display of Plates,W,H,N,M
4512,April,8:40:00,6120,black,CLAY-ARSENAL,26,hispanic,male,8d927f52b8,Hartford,vehicular,FALSE,FALSE,FALSE,,,FALSE,FALSE,,Other,W,H,N,M
4499,April,9:10:00,6114,hispanic_or_latino,SOUTH MEADOWS,39,white,male,8b2fef1448,Hartford,vehicular,FALSE,TRUE,FALSE,citation,FALSE,TRUE,FALSE,probable cause,Other,W,N,O,I
4514,April,9:15:00,6120,black,NORTHEAST,23,hispanic,female,d3be705adb,Hartford,vehicular,FALSE,FALSE,FALSE,,,FALSE,FALSE,,Registration,W,H,N,M
4508,April,10:04:00,6106,hispanic_or_latino,SOUTH GREEN,36,hispanic,male,8d927f52b8,Hartford,vehicular,FALSE,FALSE,FALSE,,,FALSE,FALSE,,Suspended License,W,H,N,M
4491,April,10:11:00,6120,black,CLAY-ARSENAL,34,white,male,09739d95d7,Hartford,vehicular,FALSE,FALSE,FALSE,,,FALSE,FALSE,,Suspended License,W,N,N,M
4518,April,10:39:00,6114,hispanic_or_latino,SHELDON-CHARTER OAK,33,black,male,d3be705adb,Hartford,vehicular,FALSE,FALSE,FALSE,,,FALSE,FALSE,,Other,B,N,N,M
4488,April,11:00:00,6120,black,CLAY-ARSENAL,44,black,female,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,FALSE,TRUE,FALSE,probable cause,Cell Phone,B,N,O,I
4519,April,11:13:00,6120,black,CLAY-ARSENAL,30,black,female,09739d95d7,Hartford,vehicular,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,probable cause,Registration,B,N,O,M
4489,April,12:24:00,6120,black,NORTH MEADOWS,18,black,male,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,FALSE,TRUE,FALSE,probable cause,Registration,B,N,O,I
4493,April,12:57:00,6120,black,DOWNTOWN,42,white,male,3dc8602d15,Hartford,vehicular,FALSE,FALSE,TRUE,warning,,FALSE,FALSE,,Moving Violation,W,N,N,V
4497,April,13:39:00,6103,white,DOWNTOWN,38,white,male,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,FALSE,TRUE,FALSE,probable cause,Moving Violation,W,N,O,I
4521,April,13:52:00,6105,white,WEST END,47,white,female,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,FALSE,TRUE,FALSE,probable cause,Cell Phone,W,N,O,I
4505,April,14:16:00,6106,hispanic_or_latino,SHELDON-CHARTER OAK,55,white,male,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,FALSE,TRUE,FALSE,probable cause,Cell Phone,W,N,O,I
4495,April,14:17:00,6106,hispanic_or_latino,SHELDON-CHARTER OAK,55,white,male,09739d95d7,Hartford,vehicular,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,probable cause,Cell Phone,W,N,O,N
4506,April,14:29:00,6106,hispanic_or_latino,FROG HOLLOW,24,white,female,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,FALSE,TRUE,FALSE,probable cause,Cell Phone,W,N,O,I
4516,April,15:50:00,6120,black,NORTH MEADOWS,54,white,male,bfd95da21a,Hartford,vehicular,FALSE,TRUE,FALSE,citation,,FALSE,FALSE,,Seatbelt,W,N,N,I
4510,April,15:51:00,6106,hispanic_or_latino,DOWNTOWN,30,white,female,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,FALSE,TRUE,FALSE,probable cause,Cell Phone,W,N,O,I
4496,April,16:04:00,6106,hispanic_or_latino,DOWNTOWN,24,white,female,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,FALSE,TRUE,FALSE,probable cause,Cell Phone,W,N,O,I
4492,April,16:47:00,6103,white,DOWNTOWN,28,black,female,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,FALSE,TRUE,FALSE,probable cause,Window Tint,B,N,O,I
4504,April,17:03:00,6103,white,DOWNTOWN,50,white,male,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,FALSE,TRUE,FALSE,probable cause,Cell Phone,W,N,O,I
4501,April,17:05:00,6112,black,BLUE HILLS,53,hispanic,female,d7407eba64,Hartford,vehicular,FALSE,FALSE,TRUE,warning,FALSE,TRUE,FALSE,probable cause,Traffic Control Signal,W,H,O,V
4524,April,17:10:00,6105,white,WEST END,23,white,female,cc6f7759bc,Hartford,vehicular,FALSE,FALSE,TRUE,warning,FALSE,TRUE,FALSE,probable cause,Cell Phone,W,N,O,V
4502,April,17:15:00,6103,white,DOWNTOWN,37,white,male,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,FALSE,TRUE,FALSE,probable cause,Cell Phone,W,N,O,I
4523,April,17:30:00,6112,black,UPPER ALBANY,20,black,male,a3c5e74ce1,Hartford,vehicular,FALSE,FALSE,TRUE,warning,,FALSE,FALSE,,Other,B,N,N,W
4513,April,17:56:00,6112,black,NORTHEAST,32,black,male,a3c5e74ce1,Hartford,vehicular,FALSE,FALSE,TRUE,warning,,FALSE,FALSE,,Other,B,N,N,V
4520,April,17:57:00,6106,hispanic_or_latino,FROG HOLLOW,56,black,female,8a91d3b550,Hartford,vehicular,FALSE,FALSE,TRUE,warning,,FALSE,FALSE,,Other,B,N,N,V
4515,April,18:00:00,6120,black,NORTHEAST,34,black,male,a3c5e74ce1,Hartford,vehicular,FALSE,FALSE,TRUE,warning,,FALSE,FALSE,,Other,B,N,N,V
4509,April,18:25:00,6112,black,NORTHEAST,23,hispanic,female,a3c5e74ce1,Hartford,vehicular,FALSE,FALSE,TRUE,warning,,FALSE,FALSE,,Stop Sign,W,H,N,W
4507,April,18:54:00,6112,black,BLUE HILLS,26,black,male,8a91d3b550,Hartford,vehicular,FALSE,TRUE,FALSE,citation,,FALSE,FALSE,,Traffic Control Signal,B,N,N,I
